,text
138,"['RT', 'TommyThornton', 'Added', 'back', '5', 'ETF', 'shorts', 'late', 'day', 'Ill', 'fight', 'Fed', 'SPX', '2800', 'likely', '20', 'unemployment']"
139,"['RT', 'dukesealman', 'nytimes', 'waking', '55', 'amp', 'Covid19', '“The', 'first', 'thing', 'think', 'you’ve', 'got', 'symptoms', 'going', 'live', 'o…']"
140,"['RT', 'dukesealman', 'guardian', 'COVID19US', 'COVID2019', 'Since', 'Boris', 'well', 'tended', 'GhislaineMaxwell', 'RandyAndy', 'JeffreyEpstein', 'Mar…']"
141,"['RT', 'TylerDurden', 'SPX', 'closer', 'new', 'time', 'high', 'recent', 'bottom', 'Lol']"
142,"['RT', 'iceworks1', 'MDLive4', 'OptionsTrading', '49', 'SPY', 'WMT', 'BAC', 'WYNN', 'AMD', 'UAL', 'IWM', 'data', 'compiled', 'iceworks1', 'follow', 'link', 'bio', 'fo…']"
143,"['RT', 'leadlagreport', 'Outdoor', 'advertising', 'groups', 'fallen', 'lot', 'ClearChannel', 'CCO', 'dropped', '70', 'YTD', 'consumer', 'demand', 'plummet…']"
144,"['RT', 'RedDogT3', 'schools', 'staying', 'closed', 'rest', 'year', 'business', 'open', 'May', 'June', 'stays', 'home', 'th…']"
145,"['RT', 'dukesealman', 'althofaarup', 'algierz', 'trengriffin', 'Redrillable', 'intellectual', 'property', 'new', 'oil', 'business', 'like', 'Disney', 'whoever…']"
146,"['BucktweetSay', '1', 'Billionaires', 'wiped', 'ton', 'reasons', '2', '0', 'evidence', 'hedge', 'fund', 'bailed', 'way', 'Theyve', 'given', 'easier', 'leverage', 'encourages', 'buy', 'keep', 'stocks', 'finance', 'upcoming', 'national', 'wage', 'replaced', 'bots']"
147,"['RT', 'dukesealman', 'BillWkerbey', 'TidefallCapital', 'trimming', 'take', 'losses', 'harvesting', 'make', 'profits', 'oh', 'delicacies', 'brka', 'ms…']"
148,"['RT', 'alertoptions', '🪁EASTER', 'SALE🪁', 'U', 'don’t', 'want', 'miss', 'locking', 'monthly', 'membership', '11999', 'ENDS', '412', '1159pm', 'est', 'googl', 'nvd…']"
149,"['RT', 'RedDogT3', 'schools', 'staying', 'closed', 'rest', 'year', 'business', 'open', 'May', 'June', 'stays', 'home', 'th…']"
150,"['Valorant', 'breaks', 'AMZNs', 'Twitch', 'singleday', 'viewership', 'record', '17M', 'concurrent', 'viewers', 'next', 'big', 'thing', 'Riot', 'Games', 'fully', 'owned', 'TCEHY', 'since', '2015', 'httpstcooCixHvbpTo']"
151,"['RT', 'exis10tial', 'China’s', '“second', 'wave”', 'COVID19', 'appears', 'benign', 'extent', 'data', 'validated', 'SPX', 'httpstcoHtowen4cYj']"
152,"['📉', 'Todays', 'Biggest', 'Losers', '📉', '🥇Micron', 'Technology', 'Inc', 'MU', '»', '4613', '🔽216▪️️447', '🥈Intel', 'Corporation', 'INTC', '»', '5714', '🔽184▪️️312', '🥉NVIDIA', 'Corporation', 'NVDA', '»', '26295', '🔽4▪️️15', 'Rankings', '➡️', 'httpstcoT0MctMJTc3', 'httpstcoT0MctMJTc3']"
153,"['RT', 'DKellerCMT', 'Investors', 'optimistic', 'today', 'theyre', 'getting', 'defensive', 'SPX', 'SPY', 'XLU', 'XLRE', 'httpstcovkanWhEhUN']"
154,"['ZVTK', 'looking', 'acquisitions', 'IoT', 'Business', 'Sector', 'Automation', 'Artificial', 'Intelligence', 'Digital', 'Healthcare', 'primed', 'move', 'chart', 'base', 'TSLA', 'UBER', 'TWTR', 'FB', 'AAPL', 'MSFT', 'pennystocks', 'zvtk', 'zevotek', 'daytrading', 'stocks', 'news', 'httpstcoEw0zEZtqpH']"
155,"['RT', 'iceworks1', 'MDLive4', 'OptionsTrading', '49', 'SPY', 'WMT', 'BAC', 'WYNN', 'AMD', 'UAL', 'IWM', 'data', 'compiled', 'iceworks1', 'follow', 'link', 'bio', 'fo…']"
156,"['PS', 'SPX', 'SPY', 'FYI', 'VIX', 'dropped', '4425', 'low', '11042008', 'first', 'bounce', 'lasting', 'two', 'days', 'Todays', 'VIX', 'close', '4167', 'subsequent', 'SPX', 'decline', '112108', '2632', 'Santa', 'Clause', 'broug', 'httpstcomgSOjfKMuy']"
157,"['httpstco9VjKMnpm7n', 'AutolivSafety', 'Autoliv', '60', '2851', 'million', 'gain', '48', 'billion', 'marketCap', 'ALV', 'represents', '108', '441', 'billion', 'NASDAQNYSE', 'auto', 'parts', 'equipment', 'industry', 'stockMarket', 'stocks', 'trading', 'market', 'investing', 'NASDAQ', 'NYSE', 'httpstcovCBr3LccXb']"
158,"['RT', 'andrewnyquist', 'SPX', 'SampP', '500', 'weekly', 'chart', 'also', 'shows', 'looming', 'overhead', 'resistance', 'IBDpartner', 'Bear', 'rally', 'nearing', 'one', 'gap…']"
159,"['China’s', '“second', 'wave”', 'COVID19', 'appears', 'benign', 'extent', 'data', 'validated', 'SPX', 'httpstcoHtowen4cYj']"
160,"['Today', 'Wall', 'Street', 'adopted', '“everyone', 'gets', 'medal”', 'philosophy', 'SPX']"
161,"['RT', 'permabearuk', 'Newmont', 'NEM', 'soared', '134', '5731', 'helped', 'via', 'gold', '1754s', 'JPM', 'overweight', '61s', 'Jefferies', 'like', 'gold…']"
162,"['RT', 'KobeissiLetter', 'SampP', '500', 'countertrend', 'rally', '2', 'SPX', 'bear', 'market', 'HEALTHY', 'another', 'washout', 'Approachin…']"
163,"['FXI', 'httpstcoZTIcvY9i8x', 'Pot', 'intermed', 'bot', 'Downtrend', 'LONGERTERM', 'WlyDlyHly', 'combo', 'chart', 'SSEC', 'stocks', 'httpstcoGyqMMEaHeE']"
164,"['RT', 'RedDogT3', 'spx', 'glance', 'post', 'close', 'thoughts', 'httpstconHHJR0H7V9']"
165,"['RT', 'DKellerCMT', 'Investors', 'optimistic', 'today', 'theyre', 'getting', 'defensive', 'SPX', 'SPY', 'XLU', 'XLRE', 'httpstcovkanWhEhUN']"
166,"['Industry', 'analysts', 'predict', 'SPX', 'close', '3200', 'next', '12', 'months', 'httpstcoOyzhcvJISJ', 'httpstcoxcJGdWYSJs']"
167,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
168,"['RT', 'KobeissiLetter', 'SampP', '500', 'SPX', '2008', 'VS', '2020', 'COMPARISON', 'see', 'near', 'identical', 'setup', 'three', 'wave', 'bear', 'market', '2008', 'Bega…']"
169,"['RT', 'QContrarian', 'go', 'opec', 'wanted', 'play', 'games', 'mess', 'around', 'w', 'US', 'economy', 'get', 'slapped', 'right', 'bac…']"
170,"['Update', 'DAL', 'Following', 'models', 'LONGBUY', 'signal', '43', 'price', '2191', 'DAL', 'currently', '2543', '355', '1607', 'signal', 'DAL', 'Algotrading', 'stocks', 'airlines', 'OrbitX', 'QTM', 'httpstcoGLBBtOXkcw']"
171,"['RT', 'KobeissiLetter', 'SampP', '500', 'SPX', '2008', 'VS', '2020', 'COMPARISON', 'see', 'near', 'identical', 'setup', 'three', 'wave', 'bear', 'market', '2008', 'Bega…']"
172,"['OH', 'bullish', 'oil', 'LOL', 'OOTT', 'Oil', 'OPEC', 'DJIA', 'SPY', 'SPX', 'QQQ', 'Brent', 'ARAMCO', 'WTI', 'WTIcrude', 'httpstcoQGRVreG4Lp']"
173,"['COVID19', 'Good', 'NatRevDrugDisc', 'article', 'COVID19', 'vaccine', 'landscape', 'httpstcoz0cdGU4vQD', 'global', 'COVID19', 'vaccine', 'RampD', 'landscape', 'includes', '115', 'vaccine', 'candidates', '78', 'confirmed', 'active', '37', 'unconfirmed', 'MRNA', 'INO', 'PFE', 'BNTX', 'JNJ', 'SNY', 'GSK', 'httpstcoq9eysizpfY']"
174,"['Credit', 'Suisse', 'Group', 'Trims', 'Verizon', 'Communications', 'VZ', 'Target', 'Price', '6100', 'httpstcomb5EMVqTWh']"
175,"['TicTocTick', 'shared', 'FREE😂', 'Straight', 'bullish', '27002717', 'heading', '60100', 'points', 'FREE', 'trade', 'esf', 'spx', 'spy', 'options', 'futures', '👇', 'httpstcolAzmj7MKyY', 'httpstcoot03xlq6Gh']"
176,"['RT', 'AmitayYaniv', 'Industrial', 'Swir', 'insg', 'iivi', 'akts', 'rmbs', 'nvda', 'Healthcare', 'tdoc', 'Lvgo', 'Dxcm', 'Edit', 'nvta', 'gh', 'gild', 'Consumer', 'discr…']"
177,"['Airline', 'Stocks', 'futures', 'bullish', 'ahead', 'Trump', 'announcement', 'tomorrow', 'Who’s', 'DAL', 'UAL', 'JBLU']"
178,"['hussmanjp', 'least', 'wait', '2009', 'levels', 'made', 'killing', 'TARP', 'assets', 'teens', 'loss', 'adjusted', 'yield', 'sp500', 'around', '1000']"
179,"['SmartInsider', 'Zoom', 'Video', 'Communications', 'Inc', '1', 'director', 'soldgave', 'away', 'director', 'Zoom', 'Video', 'Communications', 'Inc', 'soldgave', 'away', '640286', 'shares', '0000USD', 'significance', 'rating', 'trade', '100100', 'information…', 'httpstcoDu0MoZVkCI', 'equity', 'stocks']"
180,"['SMPL', 'Simply', 'Good', 'Foods', 'Simply', 'Good', 'Foods', 'Co', '3', 'directors', 'bought', 'Three', 'Directors', 'Simply', 'Good', 'Foods', 'Co', 'bought', '45000', 'shares', '16315USD', '16860USD', 'significance', 'rating', 'trade', '73100', 'information…', 'httpstcorpg38cV1uS', 'equity', 'stocks']"
181,"['SP', 'daily', 'SP500', 'httpstcoFyihIm0R0o']"
182,"['RT', 'TimmerFidelity', 'SP500', 'morning', 'rallied', '28', '323', 'low', '2192', 'new', 'recovery', 'high', '2813', '50', 'r…']"
183,"['chamath', 'I’m', 'literally', 'tearing', 'listening', 'amazing', 'logic', 'reasoning', 'voice', 'reason', 'needed', 'Thank', 'SPX', 'QQQ', 'kids', 'may', 'chance', 'act', 'like', 'you’re', 'saying', 'httpstcoB6KTNppuNP']"
184,"['RT', 'exis10tial', 'staggering', 'little', 'grasp', 'political', 'types', 'private', 'sector', 'extension', 'actual', 'reality', 'It…']"
185,"['Jim', 'Cramer', 'spots', '8', '‘instant', 'winners’', 'China’s', 'Wuhan', 'lockdown', 'lifted', 'httpstcoEEpxeG4iMe', 'FDX', 'UPS', 'CAT', 'AAPL', 'NVDA', 'AVGO', 'NKE', 'SWKS']"
186,"['DIS', 'Walt', 'Disney', 'Company', 'Option', 'Order', 'Flow', 'Sentiment', '561', 'Bullish', 'httpstcoBDOsDAvD73']"
187,"['elerianm', 'Everything', 'fine', 'SPX', '3400', 'Monday', 'Nothing', 'see']"
188,"['RT', 'OptionsGod1', 'SPX', '50', 'Fibonacci', 'retracement', 'recent', 'drop', 'time', 'high', '2792', '69', 'closed', '278982', 'close']"
189,"['RT', 'NorthmanTrader', 'repeat', 'Fed', 'recklessly', 'distorting', 'everything', 'JNK', 'SPX', 'httpstcofDHaY5MKUW']"
190,"['RT', 'CanteringClark', 'V', 'Visa', 'launch', 'debit', 'card', 'offering', 'bitcoin', 'rewards', 'httpstcoOMoaRxxrN1', 'BTC']"
191,"['Dow', 'turned', 'best', 'week', 'since', '1974', 'Meanwhile', 'unemployment', 'reach', 'levels', 'unseen', 'since', 'Great', 'Depression', 'know', 'Fed', 'helping', 'absurd', 'stocks', 'investing']"
192,"['RT', 'TommyThornton', 'Added', 'back', '5', 'ETF', 'shorts', 'late', 'day', 'Ill', 'fight', 'Fed', 'SPX', '2800', 'likely', '20', 'unemployment']"
193,"['OrderFilled', '029', 'entire', 'account', 'BIOL', '513', 'BIOC', '119', 'OPTIONS', '1169', 'account', 'CCL', '220', 'ZM', '50', '33', '11', 'Daytrading', 'stocks', 'investing', 'profits', 'options', 'OptionsTrading', 'OptionsScalping']"
194,"['Union', 'Pacific', 'Co', 'UNP', 'Receives', 'Consensus', 'Rating', '“Buy”', 'Brokerages', 'httpstco9QNRCo7Agz', 'stocks']"
195,"['Bad', 'news', 'oil', 'It’s', 'going', '10', '15', 'dollars', 'barrel', 'would', 'needed', 'cut', 'double', 'amount', 'keep', 'price', 'stable', 'XOM', 'SU', 'VLO', 'OPEC', 'allies', 'agree', 'historic', '10', 'million', 'barrel', 'per', 'day', 'production', 'cut', 'CNBC', 'httpstco1c8U7rrx6Z']"
196,"['elerianm', 'SPX', 'says', 'relax']"
197,"['RT', 'bogdantrd', 'Breakdown', '2T', 'Stimulus', 'DowJones', 'SP500', 'SPX', 'httpstcoyAhhB6m90V']"
198,"['EURUSD', 'targets', 'done', '2900', 'Profits', 'within', '47', 'minutes', 'hurry', 'get', 'Free', 'signals', 'httpstcoSYxRCPVMO1', 'AAPL', 'BTC', 'EURUSD', 'EURCHF', 'forexsignal', 'ETH', 'XAUSUD', 'fx', 'BTC', 'Forex', 'forextrading', 'stocks', 'CRYPTO', 'XAGUSD', 'FB', '366558791', 'httpstco9QHxP5Gji5']"
199,"['httpstco9VjKMnpm7n', 'AlaskaAir', '85', '3036', 'million', 'gain', '36', 'billion', 'marketCap', 'ALK', 'represents', '101', '355', 'billion', 'NASDAQNYSE', 'airlines', 'industry', 'stockMarket', 'stocks', 'trading', 'market', 'investing', 'NASDAQ', 'NYSE', 'httpstco4lbvXbm7EC']"
200,"['RT', 'KobeissiLetter', 'SampP', '500', 'countertrend', 'rally', '2', 'SPX', 'bear', 'market', 'HEALTHY', 'another', 'washout', 'Approachin…']"
201,"['GBPAUD', '145', 'PIPS', 'Profit🔥🔥', 'Free', 'signals', 'Join', 'httpstcoPwwIcaMuTe', 'forexsignals', 'USDCAD', 'Forex', 'gbpjpy', 'ForexGroup', 'Forextrader', 'eurcad', 'audjpy', 'euraud', 'stocks', 'Forextrading', 'ForexAnalysis', 'BTC', 'METATRADER', 'USDJPY', 'forexnews', 'bitcoin', 'fx', '54802', 'httpstcoamnxdUVvN9']"
202,"['RT', 'MarketRebels', 'miss', 'jonnajarians', '33', 'livestream', 'earlier', 'Todays', 'handpicked', 'UOA', 'stocks', 'ERI', 'Eldorado', 'Resorts', 'PG', 'Procter', 'amp…']"
203,"['SPX', 'NDX', 'RUT', 'DJIA', 'weeks', 'Stock', 'Market', 'Breakdown', 'video', 'technical', 'levels', 'covered', 'analyze', '4', 'major', 'US', 'indices', 'along', 'charts', 'Gold', 'amp', 'Oil', 'httpstcoUUR5Jx7JbP']"
204,"['TruthGundlach', 'Yay', 'Gundlach', 'short', 'spx', '1690', 'asking', 'people']"
205,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
206,"['RT', 'blacktuskQC', 'CEO', 'Richard', 'Penn', 'featured', 'todays', 'Two', 'Rocks', 'Anil', 'Mall', 'httpstcoDPh96FQlfY', 'CSE', 'TUSK', 'OT…']"
207,"['dis', '2012', 'masters', 'wtf', 'nba', '2k', 'someone', 'tells', 'it’s', 'video', 'game', 'simulation', 'might', 'kms', 'httpstco2M1aNrh9Nj']"
208,"['Evening', 'Tweeted', 'Big', 'Caps', 'check', 'Gambiste', 'Top', '10', 'OXY', 'ZM', 'TSLA', 'SQ', 'TDOC', 'DIS', 'ALGN', 'DOW', 'BA', 'WORK', 'httpstcok3uyuEtshh']"
209,"['AlderLaneeggs', 'got', 'short', 'sp500', 'futures', 'yesterday', 'go', 'get', 'money', 'back']"
210,"['Fed', 'relief', 'programs', 'send', 'stocks', 'soaring', 'SP500', 'sees', 'best', 'week', 'since', '1974', 'httpstcoOXjryB9fc8']"
211,"['RT', 'Northst18363337', 'Newmont', '12', 'Barrick', '9', 'Yamana', '8', 'Kinross', '7', 'Americas', 'Gold', 'amp', 'Silver', '7', 'Agnico', 'Eagle', '6', 'Franco', 'Nevada', '6', 'Gold', 'amp…']"
212,"['TruthGundlach', 'spx', 'goes', 'back', '2190', 'certain', 'break', 'amp', 'head', 'towards', '1800']"
213,"['highly', 'unusual', 'orders', 'caught', 'today', 'SPY', 'SLV', 'stocks', 'options', 'optionsflow', 'httpstcoHeWoYWtq9k']"
214,"['Costco', 'Wholesale', 'COST', 'Price', 'Target', 'Raised', 'httpstcoyM2Hk0YJ9r', 'stocks']"
215,"['SunTrust', 'Banks', 'Trims', 'Yelp', 'YELP', 'Target', 'Price', '2200', 'httpstcogivOTLDyEv', 'stocks']"
216,"['RT', 'KobeissiLetter', 'SampP', '500', 'SPX', '2008', 'VS', '2020', 'COMPARISON', 'see', 'near', 'identical', 'setup', 'three', 'wave', 'bear', 'market', '2008', 'Bega…']"
217,"['RT', 'HedgehogTrader', 'Dont', 'Fight', 'Fed', 'Gold', 'Silver', 'Copper', 'EVs', 'SPX', 'Limits', '2Unlimited', 'httpstco1xphTWMnfZ']"
218,"['SP500', 'posts', 'strongest', 'week', '46', 'years', 'long', 'Crash', 'coming', 'Money', 'Printing', 'ok', 'Stimulus', 'Hmm']"
219,"['team', 'making', 'bank', 'roll', '3', 'back', 'backs', 'epic', 'weeks', 'gains', 'come', 'join', 'us', 'investing', 'stocks', 'money', 'bitcoin', 'crypto', 'finance', 'trading', 'cryptocurrency', 'stockmarket', 'spyesF', 'cnbc', 'daytrading', 'httpstcoZtKrCMDTS3']"
220,"['RT', 'SirbuOffice', 'SP500', 'big', 'short', 'httpstcomCl1kuP4Gj']"
221,"['RT', 'LaMonicaBuzz', 'JPMorgan', 'Chase', 'CEO', 'Jamie', 'Dimon', 'unsurprisingly', 'gloomy', 'outlook', 'US', 'economy', 'says', 'JPM', 'ready', 'to…']"
222,"['RT', 'Tier1Investor', 'youre', 'looking', 'invest', 'money', 'stock', 'market', 'right', 'five', 'stocks', 'worth', 'look', 'COVIDー19', 'Corona…']"
223,"['Solid', 'Day', 'ExaltedTrader', 'Flushout', 'short', 'bell', 'Sat', '20', 'minutes', 'waiting', 'basing', 'Entered', '3', 'long', 'scalps', 'finish', 'day', 'Green', 'management', 'Cheers', 'always', 'Scalp', 'Go', 'ICD', 'CLMT', 'DIS', 'JPM', 'ZM', 'PFE', 'EHTH', 'LK', 'TAL', 'SBUX', 'UNH', 'BA', 'UAL', 'AAL', 'httpstcoAeF5sT1dbN']"
224,"['RT', 'KobeissiLetter', 'SampP', '500', 'countertrend', 'rally', '2', 'SPX', 'bear', 'market', 'HEALTHY', 'another', 'washout', 'Approachin…']"
225,"['RT', 'DelphiDigital', 'Relief', 'Rallies', 'amp', 'Crypto', 'Rebounds', '🔸', 'Bitcoin', '50', 'since', 'March', 'free', 'fall', 'market', 'volatility', 'wanes', '🔸', 'BTC', 'outperfor…']"
226,"['MDLive4', 'OptionsTrading', '49', 'SPY', 'WMT', 'BAC', 'WYNN', 'AMD', 'UAL', 'IWM', 'data', 'compiled', 'iceworks1', 'follow', 'link', 'bio', 'free', 'access', 'httpstcoeJbcLI7MrE']"
227,"['spy', 'spx', 'surprisingly', 'much', 'higher', 'possible', 'httpstcol571bJq7XB']"
228,"['RT', 'Barchart', 'BAC', 'currently', 'lead', 'Unusual', 'Options', 'Activity', 'Barchart', 'Visit', 'httpstcozOh9PA7n8n', 'view', 'u…']"
229,"['RT', 'Barchart', 'Todays', 'Active', 'Options', '1', 'AAPL', '2', 'BAC', '3', 'TSLA', '4', 'MSFT', '5', 'AMD', '6', 'SQ', '7', 'AAL', '8', 'OXY', '9', 'BA', '10', 'DIS', 'See', 'full…']"
230,"['RT', 'michaelmuscato', 'Fed', 'printing', 'money', 'like', 'toilet', 'paper', 'explains', 'American', 'people', 'cant', 'find', 'financial', 'disa…']"
231,"['httpstco9VjKMnpm7n', 'Rush', 'Enterprises', '72', '772', 'million', 'gain', 'RUSHB', 'made', 'notable', 'gains', '6', 'last', '16', 'trading', 'sessions', '3', 'days', 'consecutively', 'Mar', '1923', 'stockMarket', 'stocks', 'trading', 'market', 'investing', 'NASDAQ', 'NYSE', 'consumerNondurables', 'httpstcoOC4oHMnO4i']"
232,"['RT', 'KobeissiLetter', 'SampP', '500', 'SPX', '2008', 'VS', '2020', 'COMPARISON', 'see', 'near', 'identical', 'setup', 'three', 'wave', 'bear', 'market', '2008', 'Bega…']"
233,"['RT', 'KobeissiLetter', 'SampP', '500', 'countertrend', 'rally', '2', 'SPX', 'bear', 'market', 'HEALTHY', 'another', 'washout', 'Approachin…']"
234,"['staggering', 'little', 'grasp', 'political', 'types', 'private', 'sector', 'extension', 'actual', 'reality', 'would', 'laughable', 'take', 'circumstances', 'weren’t', 'dire', 'businesses', 'sizes', 'SPX', 'COVID19', 'httpstcoUzXbYV2SKL']"
235,"['RT', 'TimelessCrypto', 'Recession', '💯', 'folks', 'entertaining', 'notion', 'assets', 'may', 'bottomed', 'Wake', 'BTC', 'USD…']"
236,"['RT', 'inpractise', 'GOOG', 'travel', 'industry', 'Google', 'flight', 'search', 'they’re', 'effectively', 'saying', '“We', 'don’t', 'believe', 'there’s…']"
237,"['AndrewYang', 'price', 'stock', 'comes', 'exchange', 'money', 'investors—the', 'Ponzi', 'process', 'suckers', 'owned', 'GOOG', 'made', 'nothing', 'past', 'two', 'years', 'Google', 'made', '65', 'billion', 'httpstco4PT5RC4i1n']"
238,"['RT', 'LanceRoberts', 'JPM', 'stopped', 'making', 'Small', 'Business', 'Loans', 'outside', 'guaranteed', 'Government', 'FUCK', 'baile…']"
239,"['RT', 'KobeissiLetter', 'SampP', '500', 'SPX', '2008', 'VS', '2020', 'COMPARISON', 'see', 'near', 'identical', 'setup', 'three', 'wave', 'bear', 'market', '2008', 'Bega…']"
240,"['RT', 'LaMonicaBuzz', 'JPMorgan', 'Chase', 'CEO', 'Jamie', 'Dimon', 'unsurprisingly', 'gloomy', 'outlook', 'US', 'economy', 'says', 'JPM', 'ready', 'to…']"
241,"['BAC', '17Apr20', 'ATM', 'Implied', 'Volatility', '39', '747', 'Straddle', 'Implies', 'Move', '±83', 'Earnings', 'Apr', '15', 'BMO', 'httpstcoKfmU26lpkN']"
242,"['RT', 'davidjfrench', 'seismic', 'shift', 'coming', 'Four', 'biggest', 'lenders', 'US', 'shale', 'setting', 'companies', 'would', 'allow', 'sei…']"
243,"['RT', 'NorthmanTrader', 'repeat', 'Fed', 'recklessly', 'distorting', 'everything', 'JNK', 'SPX', 'httpstcofDHaY5MKUW']"
244,"['LewieLeroux', 'BurggrabenH', 'Deal', 'fail', 'US', 'side', 'consensus', 'apply', 'cuts', 'XOM', 'DVN', 'interests', 'aligned', 'Positions', '419', 'USO', '7', '5p']"
245,"['TruthGundlach', 'Bernanke', 'Fed', 'much', 'better', 'Powell', 'Fed6', 'yields', 'high', 'yieldpre', 'loss', 'adjusted', 'least', 'bulk', 'TARP', '2009', 'loss', 'adjusted', 'yields', 'bought', 'well', 'teens', 'sp500', 'around', '1000', 'r', 'buying', 'IG', '3', 'amp', 'sp500', '2800']"
246,"['RT', 'dpowers00', 'Solid', 'day', 'today', 'AAPL', '30', 'RCL', '40', 'ROKU', '33', 'couple', 'quick', 'scalps', 'Another', 'great', 'day', 'TrueTradingGrp', 'MikeEd…']"
247,"['don’t', 'print', 'another', '15T', 'give', '300M', 'people', '5K', '3T', 'amp', '10K', 'Seems', 'like', 'it’d', 'trick', 'resume', 'consumer', 'driven', 'market', 'mean', 'what’s', 'another', '3T', 'point', '🤷🏻\u200d♂️', 'SPY', 'SPX', 'jimcramer', 'stevenmnuchin1', 'httpstco8464YN4lRB']"
248,"['RT', 'ResearchPool', 'ACOR', 'Acorda', 'Therapeutics', 'Week', 'Ahead', 'Life', 'Sciences', 'httpstcodOxD8vXIQw', 'equity', 'stocks']"
249,"['ukarlewitz', 'Dead', 'cat', 'Opportunity', 'get', 'higher', 'prices', 'couple', 'weeks', 'ago', 'Fibonacci', 'retracement', 'SPX', 'right', '50', 'good', 'exit', 'go', 'cash', '😎😎']"
250,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
251,"['RT', 'michaelmuscato', 'Fed', 'printing', 'money', 'like', 'toilet', 'paper', 'explains', 'American', 'people', 'cant', 'find', 'financial', 'disa…']"
252,"['Outdoor', 'advertising', 'groups', 'fallen', 'lot', 'ClearChannel', 'CCO', 'dropped', '70', 'YTD', 'consumer', 'demand', 'plummeted', 'market', 'cap', 'nearer', '300MM', 'total', 'debt', 'around', '7bn', 'stocks', 'markets', 'economy', 'investing', 'financialservices', 'httpstco84LYJRuA39']"
253,"['MagFul', 'catelong', 'Ok', 'US', 'company', 'business', 'customers', 'Asia', 'AAPL', 'gonna', 'leave', 'China', 'US', 'company', 'US', 'company', 'reiterating', 'importance', 'market', 'recent', 'conf', 'calls', 'sense', '0', 'change', 'regard']"
254,"['RT', 'PeterpsiPete', 'smartertrader', 'Oh', 'tsla', '107', '760', 'rolled', 'next', 'weeks', '600‘s', 'nailed', 'spx', 'twice', 'IMM…']"
255,"['RT', 'OBJUpdate', 'UniversalOrlando', 'extending', 'closure', 'making', 'job', 'cuts', 'coronavirus', 'affected', 'business', 'UniversalOR…']"
256,"['RT', 'nopullbacks', 'didnt', 'take', 'profits', 'near', 'HOD', 'today', 'ESF', 'SPY', 'SPX', 'httpstcotdUSRODpYS']"
257,"['RT', 'HopskotchT', 'Friday', 'Market', 'Recap', 'BANGING', 'week', 'DYNAMIC', 'BA', 'AAL', 'DAL', 'UAL', 'LUV', 'JBLU', 'JETS', 'TSLA', 'USO', 'GLD', 'SKT', 'WPG', 'GML…']"
258,"['RT', 'pennypirate88', 'Smart', 'Money', 'knows', 'better', 'amp', 'Learn', 'trade', 'using', 'Dark', 'Pool', 'levels', 'amp', 'watch', 'Video', 'DarkPools', 'Ord…']"
